id,price,qty,time
80781828,0.00189380,0.21000000,2020-07-11 12:42:03.178
80781827,0.00189380,0.18000000,2020-07-11 12:42:03.036
80781819,0.00189400,1.09000000,2020-07-11 12:42:02.702
80781822,0.00189390,0.09000000,2020-07-11 12:42:02.702
80781821,0.00189390,0.12000000,2020-07-11 12:42:02.702
80781820,0.00189400,0.18000000,2020-07-11 12:42:02.702
80781826,0.00189380,0.62000000,2020-07-11 12:42:02.702
80781823,0.00189390,0.10000000,2020-07-11 12:42:02.702
80781824,0.00189380,0.10000000,2020-07-11 12:42:02.702
80781825,0.00189380,1.04000000,2020-07-11 12:42:02.702
80781818,0.00189420,9.62000000,2020-07-11 12:42:02.143
80781817,0.00189430,0.11000000,2020-07-11 12:42:02.117
80781816,0.00189490,4.77000000,2020-07-11 12:41:50.929
80781815,0.00189490,5.23000000,2020-07-11 12:41:43.559
80781799,0.00189430,0.52000000,2020-07-11 12:41:42.172
80781798,0.00189430,0.08000000,2020-07-11 12:41:42.172
80781794,0.00189440,5.03000000,2020-07-11 12:41:42.172
80781797,0.00189430,3.35000000,2020-07-11 12:41:42.172
80781796,0.00189430,0.43000000,2020-07-11 12:41:42.172
80781795,0.00189430,0.32000000,2020-07-11 12:41:42.172
80781813,0.00189400,0.65000000,2020-07-11 12:41:42.172
80781793,0.00189440,0.08000000,2020-07-11 12:41:42.172
80781792,0.00189460,1.20000000,2020-07-11 12:41:42.172
80781791,0.00189470,1.75000000,2020-07-11 12:41:42.172
80781790,0.00189490,9.84000000,2020-07-11 12:41:42.172
80781789,0.00189490,0.21000000,2020-07-11 12:41:42.172
80781801,0.00189430,0.07000000,2020-07-11 12:41:42.172
80781800,0.00189430,0.08000000,2020-07-11 12:41:42.172
80781814,0.00189400,0.27000000,2020-07-11 12:41:42.172
80781802,0.00189430,0.07000000,2020-07-11 12:41:42.172
80781803,0.00189430,0.30000000,2020-07-11 12:41:42.172
80781804,0.00189430,0.16000000,2020-07-11 12:41:42.172
80781805,0.00189430,8.66000000,2020-07-11 12:41:42.172
80781806,0.00189430,0.52000000,2020-07-11 12:41:42.172
80781807,0.00189420,0.07000000,2020-07-11 12:41:42.172
80781808,0.00189420,0.09000000,2020-07-11 12:41:42.172
80781809,0.00189420,16.40000000,2020-07-11 12:41:42.172
80781810,0.00189410,5.75000000,2020-07-11 12:41:42.172
80781811,0.00189410,0.07000000,2020-07-11 12:41:42.172
80781812,0.00189400,3.00000000,2020-07-11 12:41:42.172
80781788,0.00189490,5.71000000,2020-07-11 12:41:38.558
80781787,0.00189500,17.81000000,2020-07-11 12:41:35.715
80781786,0.00189500,0.11000000,2020-07-11 12:41:34.657
80781785,0.00189490,4.08000000,2020-07-11 12:41:33.562
80781784,0.00189500,0.66000000,2020-07-11 12:41:32.939
80781783,0.00189500,0.10000000,2020-07-11 12:41:30.699
80781782,0.00189500,0.32000000,2020-07-11 12:41:29.948
80781781,0.00189530,2.29000000,2020-07-11 12:41:29.896
80781780,0.00189540,0.11000000,2020-07-11 12:41:29.896
80781779,0.00189540,5.41000000,2020-07-11 12:41:29.896
